Fecha,Producto,Cantidad,TotalVenta,Cond.Pago,Cliente
2025-05-14 16:17:28,CHIPA,0.345,6624,EFECTIVO,Consumidor Final
2025-05-14 15:44:22,FACTURAS SURTIDAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-14 15:21:10,FACTURAS SURTIDAS,4.0,6888,EFECTIVO,Consumidor Final
2025-05-14 15:16:45,MOSTRADOR EMPANADAS,1.0,1500,EFECTIVO,Consumidor Final
2025-05-14 15:16:00,PASTEL GRANDE,1.0,1400,EFECTIVO,Consumidor Final
2025-05-14 15:08:47,BIZCOCHITOS/CRIOLLITOS,0.25,3500,EFECTIVO,Consumidor Final
2025-05-14 14:20:19,FILO/FOSFORITO/ ROLL DE CANELA,1.0,2500,.CREDITO,Consumidor Final
2025-05-14 13:31:41,"SANDWICH TRIPLE DE J. CRUDO , ATUN/GOURMET",2.0,8200,EFECTIVO,Consumidor Final
2025-05-14 13:22:48,"SANDWICH TRIPLE DE J, Q Y SURTIDO",8.0,12800,EFECTIVO,Consumidor Final
2025-05-14 12:54:43,"SANDWICH TRIPLE DE J, Q Y SURTIDO",2.0,3200,EFECTIVO,Consumidor Final
2025-05-14 12:54:37,BUDiN ESPECIAL,1.0,21000,EFECTIVO,Consumidor Final
2025-05-14 12:45:25,FACTURAS SURTIDAS,3.0,2550,EFECTIVO,Consumidor Final
2025-05-14 12:44:16,RESTOBAR,1.0,5500,EFECTIVO,Consumidor Final
2025-05-14 12:43:01,FILO/FOSFORITO/ ROLL DE CANELA,2.0,5000,EFECTIVO,Consumidor Final
2025-05-14 12:37:51,PAN MIGNON NEGRO/ PETIT/ FUGAZAS,0.25,1300,EFECTIVO,Consumidor Final
2025-05-14 12:22:49,"SANDWICH TRIPLE DE J, Q Y SURTIDO",2.0,3200,EFECTIVO,Consumidor Final
2025-05-14 12:17:31,AGUA,1.0,9200,EFECTIVO,Consumidor Final
2025-05-14 11:36:43,RESTOBAR,1.0,7100,EFECTIVO,Consumidor Final
2025-05-14 11:34:37,FILO/FOSFORITO/ ROLL DE CANELA,1.0,4100,EFECTIVO,Consumidor Final
2025-05-14 11:29:38,CHIPA,0.095,4324,EFECTIVO,Consumidor Final
2025-05-14 11:15:06,GRISINES / SEMOLADAS,0.25,5360,EFECTIVO,Consumidor Final
2025-05-14 11:10:49,RESTOBAR,1.0,4800,EFECTIVO,Consumidor Final
2025-05-14 10:51:15,FACTURAS SURTIDAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-14 10:43:43,BIZCOCHITOS/CRIOLLITOS,0.25,3500,EFECTIVO,Consumidor Final
2025-05-14 10:26:14,BIZCOCHITOS/CRIOLLITOS,0.25,6000,EFECTIVO,Consumidor Final
2025-05-14 10:23:30,RESTOBAR,1.0,22200,EFECTIVO,Consumidor Final
2025-05-14 10:21:25,CAFE PARA LLEVAR,1.0,5000,EFECTIVO,Consumidor Final
2025-05-14 10:01:00,FACTURAS SURTIDAS,6.0,9600,EFECTIVO,Consumidor Final
2025-05-14 09:47:28,CHIPA,1.0,3000,EFECTIVO,Consumidor Final
2025-05-14 09:40:02,alfajor y conitos por uniidad,1.0,3700,EFECTIVO,Consumidor Final
2025-05-14 08:46:54,FACTURAS SURTIDAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-14 08:42:23,FACTURAS SURTIDAS,4.0,3400,EFECTIVO,Consumidor Final
2025-05-14 08:08:41,BIZCOCHITOS/CRIOLLITOS,0.25,13100,EFECTIVO,Consumidor Final
2025-05-13 19:54:36,FACTURAS SURTIDAS,1.0,2670,EFECTIVO,Consumidor Final
2025-05-13 19:29:38,RESTOBAR,1.0,21700,EFECTIVO,Consumidor Final
2025-05-13 18:36:56,alfajor y conitos por uniidad,1.0,2000,EFECTIVO,Consumidor Final
2025-05-13 18:34:59,PASTEL GRANDE,3.0,4200,EFECTIVO,Consumidor Final
2025-05-13 18:21:18,RESTOBAR,1.0,7900,EFECTIVO,Consumidor Final
2025-05-13 18:20:44,CHIPA,0.23,4416,EFECTIVO,Consumidor Final
2025-05-13 18:17:15,CHIPA,0.25,11800,.CREDITO,Consumidor Final
2025-05-13 17:54:17,CHIPA,0.25,8200,EFECTIVO,Consumidor Final
2025-05-13 17:42:54,CHIPA,0.25,14400,.CREDITO,Consumidor Final
2025-05-13 16:36:17,MILHOJAS / BROWNIE/ CUADRADO FR,1.0,4500,EFECTIVO,Consumidor Final
2025-05-13 16:35:12,"SANDWICH TRIPLE DE J, Q Y SURTIDO",2.0,3200,EFECTIVO,Consumidor Final
2025-05-13 16:27:41,FACTURAS SURTIDAS,12.0,10200,EFECTIVO,Consumidor Final
2025-05-13 16:24:07,FACTURAS SURTIDAS,3.0,2550,EFECTIVO,Consumidor Final
2025-05-13 15:26:52,FACTURAS SURTIDAS,1.0,850,EFECTIVO,Consumidor Final
2025-05-13 14:17:48,RESTOBAR,1.0,1,EFECTIVO,Consumidor Final
2025-05-12 14:44:30,AGUA SABOROZIDA CHICA POR 500,1.0,12000,EFECTIVO,Consumidor Final
2025-05-12 14:38:00,MOSTRADOR ENSALADAS,1.0,18000,EFECTIVO,Consumidor Final
2025-05-12 14:16:31,FILO/FOSFORITO/ ROLL DE CANELA,2.0,5000,EFECTIVO,Consumidor Final
2025-05-12 14:00:38,ALMUERZO,1.0,6000,EFECTIVO,Consumidor Final
2025-05-12 13:44:11,"SANDWICH TRIPLE DE J, Q Y SURTIDO",12.0,19200,EFECTIVO,Consumidor Final
2025-05-12 13:30:45,ALMUERZO,1.0,13800,EFECTIVO,Consumidor Final
2025-05-12 13:27:27,ALMUERZO,1.0,9000,EFECTIVO,Consumidor Final
2025-05-12 13:17:53,CHIPA,0.25,4800,EFECTIVO,Consumidor Final
2025-05-12 13:16:58,MOSTRADOR ENSALADAS,1.0,8000,EFECTIVO,Consumidor Final
2025-05-12 13:15:03,ALMUERZO,1.0,4000,EFECTIVO,Consumidor Final
2025-05-12 13:09:40,MOSTRADOR ENSALADAS,1.0,8000,EFECTIVO,Consumidor Final
2025-05-12 13:09:24,RESTOBAR,1.0,19800,EFECTIVO,Consumidor Final
2025-05-12 13:04:12,RESTOBAR,1.0,14900,EFECTIVO,Consumidor Final
2025-05-12 12:52:30,MEDIALUNAS,4.0,3400,EFECTIVO,Consumidor Final
2025-05-12 12:50:06,FACTURAS SURTIDAS,4.0,3400,EFECTIVO,Consumidor Final
2025-05-12 12:45:04,RESTOBAR,1.0,27000,EFECTIVO,Consumidor Final
2025-05-12 12:38:49,MOSTRADOR EMPANADAS,4.0,6000,EFECTIVO,Consumidor Final
2025-05-12 12:09:09,FACTURAS SURTIDAS,2.0,5700,EFECTIVO,Consumidor Final
2025-05-12 12:06:37,BIZCOCHITOS/CRIOLLITOS,0.075,4050,EFECTIVO,Consumidor Final
2025-05-12 11:46:53,RESTOBAR,1.0,6200,EFECTIVO,Consumidor Final
2025-05-12 11:34:14,ALMUERZO,1.0,7500,EFECTIVO,Consumidor Final
2025-05-12 11:32:39,FACTURAS SURTIDAS,6.0,23500,EFECTIVO,Consumidor Final
2025-05-12 11:27:11,PAN MIGNON BLANCO,0.81,3078,EFECTIVO,Consumidor Final
2025-05-12 11:20:00,FACTURAS SURTIDAS,4.0,3400,EFECTIVO,Consumidor Final
2025-05-12 10:58:29,MOSTRADOR ENSALADAS,1.0,13600,EFECTIVO,Consumidor Final
2025-05-12 10:41:55,ALMUERZO,1.0,2000,EFECTIVO,Consumidor Final
2025-05-12 10:37:58,RESTOBAR,1.0,3700,EFECTIVO,Consumidor Final
2025-05-12 10:26:49,PAN MIGNON BLANCO,0.25,950,EFECTIVO,Consumidor Final
2025-05-12 10:10:01,COOKIE,1.0,15500,EFECTIVO,Consumidor Final
2025-05-12 10:06:12,RESTOBAR,1.0,4800,EFECTIVO,Consumidor Final
2025-05-12 09:54:09,RESTOBAR,1.0,3000,EFECTIVO,Consumidor Final
2025-05-12 09:53:44,RESTOBAR,1.0,370,EFECTIVO,Consumidor Final
2025-05-12 09:32:34,PAN MIGNON BLANCO,0.5,1900,EFECTIVO,Consumidor Final
2025-05-12 09:29:19,RESTOBAR,1.0,7900,EFECTIVO,Consumidor Final
2025-05-12 09:28:05,JARRO,1.0,37600,EFECTIVO,Consumidor Final
2025-05-12 09:24:53,BIZCOCHITOS/CRIOLLITOS,0.2,3750,EFECTIVO,Consumidor Final
2025-05-12 09:07:55,MASAS FINAS POR KL,0.16,4480,EFECTIVO,Consumidor Final
2025-05-12 09:00:24,FACTURAS SURTIDAS,2.0,1700,EFECTIVO,Consumidor Final
2025-05-12 08:16:23,FACTURAS SURTIDAS,2.0,1700,EFECTIVO,Consumidor Final
2025-05-10 19:30:59,BIZCOCHITOS/CRIOLLITOS,0.25,15800,EFECTIVO,Consumidor Final
2025-05-10 19:17:37,COOKIE,1.0,4500,EFECTIVO,Consumidor Final
2025-05-10 18:37:36,PORCIÒN DULCE HELADERA/ IMPERIALITO,1.0,6500,EFECTIVO,Consumidor Final
2025-05-10 18:26:37,RESTOBAR,1.0,10000,EFECTIVO,Consumidor Final
2025-05-10 18:05:47,BIZCOCHITOS/CRIOLLITOS,0.08,5476,EFECTIVO,Consumidor Final
2025-05-10 17:03:25,RESTOBAR,1.0,12800,EFECTIVO,Consumidor Final
2025-05-10 16:58:35,FACTURAS SURTIDAS,3.0,2550,EFECTIVO,Consumidor Final
2025-05-10 16:52:23,BUDiN ESPECIAL,1.0,23000,EFECTIVO,Consumidor Final
2025-05-10 16:46:21,FACTURAS SURTIDAS,3.0,2550,EFECTIVO,Consumidor Final
2025-05-10 16:31:06,MASAS SECAS / PALMERITAS,0.09,5320,EFECTIVO,Consumidor Final
2025-05-10 16:27:11,TORTA POR KL,1.2,19200,EFECTIVO,Consumidor Final
2025-05-10 16:23:58,FROLA/ COCO CUADRADITO,3.0,6000,EFECTIVO,Consumidor Final
2025-05-10 16:21:39,FACTURAS SURTIDAS,12.0,10200,EFECTIVO,Consumidor Final
2025-05-10 16:20:19,FACTURAS SURTIDAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-10 16:19:02,CHIPA,0.25,4800,EFECTIVO,Consumidor Final
2025-05-10 16:14:49,SERVICIO DE CATERING,1.0,440000,EFECTIVO,Consumidor Final
2025-05-10 15:52:34,AGUA SABOROZIDA CHICA POR 500,1.0,13000,EFECTIVO,Consumidor Final
2025-05-10 15:22:32,FACTURAS SURTIDAS,2.0,1700,EFECTIVO,Consumidor Final
2025-05-10 15:02:57,RESTOBAR,1.0,7000,EFECTIVO,Consumidor Final
2025-05-09 19:36:08,REGALERIA VARIOS,1.0,8500,EFECTIVO,Consumidor Final
2025-05-09 19:35:19,RESTOBAR,1.0,20000,EFECTIVO,Consumidor Final
2025-05-09 19:15:08,confitura bandeja,2.0,23000,EFECTIVO,Consumidor Final
2025-05-09 18:23:15,MOSTRADOR EMPANADAS,1.0,1500,EFECTIVO,Consumidor Final
2025-05-09 18:20:32,FACTURAS SURTIDAS,2.0,1700,EFECTIVO,Consumidor Final
2025-05-09 18:10:18,BIZCOCHITOS/CRIOLLITOS,0.25,8600,EFECTIVO,Consumidor Final
2025-05-09 17:53:18,RESTOBAR,1.0,10500,EFECTIVO,Consumidor Final
2025-05-09 17:26:52,RESTOBAR,1.0,10500,EFECTIVO,Consumidor Final
2025-05-09 17:19:00,FROLA/ COCO CUADRADITO,1.0,6500,EFECTIVO,Consumidor Final
2025-05-09 16:58:22,MEDIALUNAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-09 16:50:35,FROLA/ COCO CUADRADITO,1.0,10000,EFECTIVO,Consumidor Final
2025-05-09 16:41:44,confitura bandeja,1.0,12100,EFECTIVO,Consumidor Final
2025-05-09 16:20:14,FACTURAS SURTIDAS,9.0,6885,EFECTIVO,Consumidor Final
2025-05-09 15:45:41,CONFITURA X KG,0.18,7520,EFECTIVO,Consumidor Final
2025-05-09 15:24:36,GRISINES / SEMOLADAS,0.25,3900,EFECTIVO,Consumidor Final
2025-05-09 15:24:01,RESTOBAR,1.0,45600,EFECTIVO,Consumidor Final
2025-05-09 15:23:17,CONFITURA X KG,0.15,39600,EFECTIVO,Consumidor Final
2025-05-09 15:18:49,FACTURAS SURTIDAS,4.0,18720,EFECTIVO,Consumidor Final
2025-05-09 14:57:40,ALMUERZO,1.0,8000,EFECTIVO,Consumidor Final
2025-05-09 14:07:24,FACTURAS SURTIDAS,12.0,10200,.CREDITO,Consumidor Final
2025-05-09 14:02:37,FROLA/ COCO CUADRADITO,2.0,14800,EFECTIVO,Consumidor Final
2025-05-09 13:58:29,CONFITURA X KG,0.2,9300,EFECTIVO,Consumidor Final
2025-05-09 13:43:07,MOSTRADOR EMPANADAS,2.0,3000,EFECTIVO,Consumidor Final
2025-05-09 13:30:27,RESTOBAR,1.0,8000,EFECTIVO,Consumidor Final
2025-05-09 11:56:09,SANDWICH PBT J Y Q/ S Y Q,1.0,7000,EFECTIVO,Consumidor Final
2025-05-09 11:51:46,MOSTRADOR WRAPS,1.0,9000,EFECTIVO,Consumidor Final
2025-05-09 11:09:20,BIZCOCHITOS/CRIOLLITOS,1.0,2900,EFECTIVO,Consumidor Final
2025-05-09 10:20:30,RESTOBAR,1.0,3700,EFECTIVO,Consumidor Final
2025-05-09 10:17:43,BIZCOCHITOS/CRIOLLITOS,0.5,7000,EFECTIVO,Consumidor Final
2025-05-09 10:02:29,RESTOBAR,1.0,6300,EFECTIVO,Consumidor Final
2025-05-09 09:57:50,BIZCOCHITOS/CRIOLLITOS,0.25,23900,EFECTIVO,Consumidor Final
2025-05-09 09:49:39,FACTURAS SURTIDAS,2.0,12700,EFECTIVO,Consumidor Final
2025-05-09 09:00:16,CHIPA,1.0,1400,EFECTIVO,Consumidor Final
2025-05-09 08:58:17,CAFE PARA LLEVAR,1.0,13500,EFECTIVO,Consumidor Final
2025-05-09 08:40:59,MEDIALUNAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-08 13:36:22,RESTOBAR,1.0,9600,EFECTIVO,Consumidor Final
2025-05-08 13:15:07,BIZCOCHITOS/CRIOLLITOS,0.25,28300,EFECTIVO,Consumidor Final
2025-05-08 12:59:18,ALMUERZO,1.0,10000,EFECTIVO,Consumidor Final
2025-05-08 12:54:39,ALMUERZO,1.0,9000,EFECTIVO,Consumidor Final
2025-05-08 12:48:46,MOSTRADOR EMPANADAS,2.0,3000,EFECTIVO,Consumidor Final
2025-05-08 12:37:04,"SANDWICH TRIPLE DE J, Q Y SURTIDO",4.0,6400,EFECTIVO,Consumidor Final
2025-05-08 12:31:57,ALMUERZO,1.0,10800,EFECTIVO,Consumidor Final
2025-05-08 12:19:08,ALMUERZO,1.0,6000,EFECTIVO,Consumidor Final
2025-05-08 12:15:52,MASAS SECAS / PALMERITAS,0.75,21000,EFECTIVO,Consumidor Final
2025-05-08 12:13:22,PAN MIGNON BLANCO,0.5,23400,EFECTIVO,Consumidor Final
2025-05-08 12:06:15,PAN DE MOLDE,1.0,6000,EFECTIVO,Consumidor Final
2025-05-08 12:02:23,CHIPA,0.25,4800,EFECTIVO,Consumidor Final
2025-05-08 11:26:18,RESTOBAR,1.0,3700,EFECTIVO,Consumidor Final
2025-05-08 11:08:51,RESTOBAR,1.0,8400,EFECTIVO,Consumidor Final
2025-05-08 11:08:27,MEDIALUNAS,4.0,22600,EFECTIVO,Consumidor Final
2025-05-08 11:04:53,FACTURAS SURTIDAS,3.0,4450,EFECTIVO,Consumidor Final
2025-05-08 11:03:30,ALMUERZO,1.0,2000,EFECTIVO,Consumidor Final
2025-05-08 11:03:11,PAN MIGNON BLANCO,1.0,3500,EFECTIVO,Consumidor Final
2025-05-08 11:01:15,BIZCOCHITOS/CRIOLLITOS,0.25,3500,EFECTIVO,Consumidor Final
2025-05-08 10:53:19,MEDIALUNAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-08 10:49:12,MOSTRADOR EMPANADAS,2.0,3000,EFECTIVO,Consumidor Final
2025-05-08 10:44:13,RESTOBAR,1.0,5400,EFECTIVO,Consumidor Final
2025-05-08 09:35:16,PAN MIGNON BLANCO,0.5,9100,EFECTIVO,Consumidor Final
2025-05-08 09:34:59,panaderia,1.0,2500,EFECTIVO,Consumidor Final
2025-05-08 09:30:26,CHIPA,0.25,4800,EFECTIVO,Consumidor Final
2025-05-08 09:25:03,ALMUERZO,1.0,10000,EFECTIVO,Consumidor Final
2025-05-08 08:50:28,FACTURAS SURTIDAS,2.0,1700,EFECTIVO,Consumidor Final
2025-05-08 08:18:50,FACTURAS SURTIDAS,3.0,2550,EFECTIVO,Consumidor Final
2025-05-08 08:13:29,AGUA,1.0,1200,EFECTIVO,Consumidor Final
2025-05-07 19:42:06,RESTOBAR,1.0,14300,.CREDITO,Consumidor Final
2025-05-07 19:21:00,SANDWICHE SIMPLE DE J Y Q,1.0,1200,.DEBITO,Consumidor Final
2025-05-07 18:56:24,RESTOBAR,1.0,12700,EFECTIVO,Consumidor Final
2025-05-07 15:18:37,MILHOJAS / BROWNIE/ CUADRADO FR,1.0,18900,EFECTIVO,Consumidor Final
2025-05-07 15:08:30,BEBIDA GASEOSA 500ml,1.0,5200,EFECTIVO,Consumidor Final
2025-05-07 15:01:33,RESTOBAR,1.0,16300,EFECTIVO,Consumidor Final
2025-05-07 15:00:59,GRISINES / SEMOLADAS,0.25,2500,EFECTIVO,Consumidor Final
2025-05-07 14:58:18,CONFITURA X KG,0.195,6680,EFECTIVO,Consumidor Final
2025-05-07 14:53:34,"SANDWICH TRIPLE DE J, Q Y SURTIDO",2.0,3200,EFECTIVO,Consumidor Final
2025-05-07 14:36:49,PAN MIGNON BLANCO,1.0,1000,EFECTIVO,Consumidor Final
2025-05-07 14:35:54,FROLA/ COCO CUADRADITO,1.0,8400,EFECTIVO,Consumidor Final
2025-05-07 14:32:18,CHIPA,0.25,4800,EFECTIVO,Consumidor Final
2025-05-07 14:16:40,"SANDWICH TRIPLE DE J, Q Y SURTIDO",4.0,6400,EFECTIVO,Consumidor Final
2025-05-07 14:05:53,BIZCOCHITOS/CRIOLLITOS,0.25,3500,EFECTIVO,Consumidor Final
2025-05-07 14:04:49,SANDWICH CROISSANT GR J Y Q,1.0,4800,EFECTIVO,Consumidor Final
2025-05-07 13:39:33,BEBIDA GASEOSA 500ml,1.0,3500,EFECTIVO,Consumidor Final
2025-05-07 13:37:15,AGUA GRANDE,1.0,7200,EFECTIVO,Consumidor Final
2025-05-07 13:09:36,RESTOBAR,1.0,2700,EFECTIVO,Consumidor Final
2025-05-07 12:55:25,PORCIÒN DULCE HELADERA/ IMPERIALITO,1.0,6500,EFECTIVO,Consumidor Final
2025-05-07 12:49:27,MOSTRADOR ENSALADAS,1.0,8000,EFECTIVO,Consumidor Final
2025-05-07 12:34:34,POSTRES VARIOS,1.0,7500,EFECTIVO,Consumidor Final
2025-05-07 12:33:41,AGUA,1.0,9200,EFECTIVO,Consumidor Final
2025-05-07 12:32:41,MOSTRADOR EMPANADAS,3.0,4500,EFECTIVO,Consumidor Final
2025-05-07 12:26:15,RESTOBAR,1.0,10000,EFECTIVO,Consumidor Final
2025-05-07 12:21:14,RESTOBAR,1.0,12900,EFECTIVO,Consumidor Final
2025-05-07 12:20:49,ALMUERZO,1.0,8000,EFECTIVO,Consumidor Final
2025-05-07 12:15:34,GRISINES / SEMOLADAS,0.25,2500,EFECTIVO,Consumidor Final
2025-05-07 12:10:26,CAFE PARA LLEVAR,1.0,5500,EFECTIVO,Consumidor Final
2025-05-07 12:01:32,BEBIDA GASEOSA 500ml,1.0,13800,EFECTIVO,Consumidor Final
2025-05-07 11:57:57,MOSTRADOR EMPANADAS,2.0,3000,EFECTIVO,Consumidor Final
2025-05-07 11:43:00,MOSTRADOR ENSALADAS,1.0,8000,EFECTIVO,Consumidor Final
2025-05-07 11:39:55,GRISINES / SEMOLADAS,0.25,2500,EFECTIVO,Consumidor Final
2025-05-07 11:21:32,RESTOBAR,1.0,3700,EFECTIVO,Consumidor Final
2025-05-07 10:59:27,PASTEL GRANDE,1.0,11000,EFECTIVO,Consumidor Final
2025-05-07 09:59:00,MEDIALUNAS,4.0,3400,EFECTIVO,Consumidor Final
2025-05-07 09:47:12,CHIPA,0.25,4800,EFECTIVO,Consumidor Final
2025-05-07 09:38:44,CHIPA,0.25,6800,EFECTIVO,Consumidor Final
2025-05-07 09:25:55,BIZCOCHITOS/CRIOLLITOS,0.25,3500,EFECTIVO,Consumidor Final
2025-05-07 09:22:43,RESTOBAR,1.0,4600,EFECTIVO,Consumidor Final
2025-05-07 09:06:14,CHIPA,0.25,4800,EFECTIVO,Consumidor Final
2025-05-07 09:03:44,BEBIDA GASEOSA POR 2 1/4,1.0,19650,EFECTIVO,Consumidor Final
2025-05-07 08:56:52,FACTURAS SURTIDAS,12.0,10200,EFECTIVO,Consumidor Final
2025-05-07 08:54:26,CAFE PARA LLEVAR,1.0,5880,EFECTIVO,Consumidor Final
2025-05-06 19:10:20,RESTOBAR,1.0,22600,EFECTIVO,Consumidor Final
2025-05-06 18:28:57,PORCIÒN DULCE HELADERA/ IMPERIALITO,2.0,13000,.CREDITO,Consumidor Final
2025-05-06 18:21:57,FACTURAS SURTIDAS,9.0,7650,EFECTIVO,Consumidor Final
2025-05-06 17:40:25,"SANDWICH TRIPLE DE J, Q Y SURTIDO",4.0,16400,EFECTIVO,Consumidor Final
2025-05-06 17:19:24,BUDIN VAINILLA,1.0,7000,.CREDITO,Consumidor Final
2025-05-06 17:13:51,PASTEL GRANDE,3.0,7400,EFECTIVO,Consumidor Final
2025-05-06 17:06:03,PAN DE MOLDE,1.0,6000,.CREDITO,Consumidor Final
2025-05-06 16:59:09,RESTOBAR,1.0,19600,.CREDITO,Consumidor Final
2025-05-06 16:47:27,PAN MIGNON BLANCO,0.17,646,EFECTIVO,Consumidor Final
2025-05-06 16:31:04,"SANDWICH TRIPLE DE J, Q Y SURTIDO",6.0,9600,EFECTIVO,Consumidor Final
2025-05-06 16:10:25,alfajor y conitos por uniidad,2.0,8800,EFECTIVO,Consumidor Final
2025-05-06 16:07:07,alfajor y conitos por uniidad,1.0,21000,EFECTIVO,Consumidor Final
2025-05-06 15:56:13,ALMUERZO,1.0,10000,EFECTIVO,Consumidor Final
2025-05-06 15:55:12,COOKIE,1.0,6200,EFECTIVO,Consumidor Final
2025-05-06 15:33:45,MOSTRADOR TARTAS SALADA S/T,1.0,9400,EFECTIVO,Consumidor Final
2025-05-06 15:26:39,CHIPA,0.25,17300,EFECTIVO,Consumidor Final
2025-05-06 15:00:42,MOSTRADOR WRAPS,1.0,13000,EFECTIVO,Consumidor Final
2025-05-06 14:53:58,SANDWICH PBT MIL / TERNERA / POLLO,1.0,6000,EFECTIVO,Consumidor Final
2025-05-05 14:11:24,ALMUERZO,1.0,21000,EFECTIVO,Consumidor Final
2025-05-05 13:42:12,PASTEL GRANDE,3.0,4200,EFECTIVO,Consumidor Final
2025-05-05 12:58:00,PAN MIGNON BLANCO,0.3,1140,EFECTIVO,Consumidor Final
2025-05-05 12:53:47,PORCION DE TARTA,1.0,10000,EFECTIVO,Consumidor Final
2025-05-05 12:49:23,RESTOBAR,1.0,11100,EFECTIVO,Consumidor Final
2025-05-05 12:41:18,CHIPA,0.25,8300,EFECTIVO,Consumidor Final
2025-05-05 12:21:55,BIZCOCHITOS/CRIOLLITOS,0.25,3500,EFECTIVO,Consumidor Final
2025-05-05 11:57:33,FACTURAS SURTIDAS,1.0,2350,EFECTIVO,Consumidor Final
2025-05-05 11:44:25,RESTOBAR,1.0,4800,EFECTIVO,Consumidor Final
2025-05-05 11:36:49,CHIPA RELLENO,1.0,5500,EFECTIVO,Consumidor Final
2025-05-05 11:28:20,MOSTRADOR EMPANADAS,3.0,4500,EFECTIVO,Consumidor Final
2025-05-05 11:22:06,CHIPA,0.4,7680,EFECTIVO,Consumidor Final
2025-05-05 11:02:15,PORCION DE TARTA,1.0,10000,EFECTIVO,Consumidor Final
2025-05-05 10:52:38,CHIPA,0.25,4800,EFECTIVO,Consumidor Final
2025-05-05 10:51:33,BIZCOCHITOS/CRIOLLITOS,0.3,17300,EFECTIVO,Consumidor Final
2025-05-05 10:48:23,MOSTRADOR EMPANADAS,3.0,11000,EFECTIVO,Consumidor Final
2025-05-05 10:47:21,RESTOBAR,1.0,29300,EFECTIVO,Consumidor Final
2025-05-05 10:45:30,FACTURAS SURTIDAS,12.0,10200,EFECTIVO,Consumidor Final
2025-05-05 10:40:41,MOSTRADOR EMPANADAS,2.0,19000,EFECTIVO,Consumidor Final
2025-05-05 10:33:56,RESTOBAR,1.0,20000,EFECTIVO,Consumidor Final
2025-05-05 10:25:20,CHIPA,1.0,3000,EFECTIVO,Consumidor Final
2025-05-05 10:00:44,BIZCOCHITOS/CRIOLLITOS,0.25,12800,EFECTIVO,Consumidor Final
2025-05-05 09:28:24,CHIPA,0.25,13600,EFECTIVO,Consumidor Final
2025-05-05 09:14:35,PAN MIGNON BLANCO,0.13,494,EFECTIVO,Consumidor Final
2025-05-03 19:18:17,CHIPA,0.25,11600,EFECTIVO,Consumidor Final
2025-05-03 18:57:01,RESTOBAR,1.0,19000,EFECTIVO,Consumidor Final
2025-05-03 16:43:05,FACTURAS SURTIDAS,1.0,7250,EFECTIVO,Consumidor Final
2025-05-03 16:40:15,TARTA GRANDE DULCE HELADERA,1.0,24200,EFECTIVO,Consumidor Final
2025-05-03 16:36:18,BIZCOCHITOS/CRIOLLITOS,0.25,14800,EFECTIVO,Consumidor Final
2025-05-03 16:12:41,BIZCOCHITOS/CRIOLLITOS,0.25,12000,EFECTIVO,Consumidor Final
2025-05-03 15:47:10,RESTOBAR,1.0,57000,EFECTIVO,Consumidor Final
2025-05-03 15:07:30,FACTURAS SURTIDAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-02 17:03:55,"SANDWICH TRIPLE DE J, Q Y SURTIDO",2.0,3200,EFECTIVO,Consumidor Final
2025-05-02 17:00:58,FACTURAS SURTIDAS,3.0,2550,EFECTIVO,Consumidor Final
2025-05-02 16:42:32,ALMUERZO,1.0,5700,EFECTIVO,Consumidor Final
2025-05-02 16:37:00,MILHOJAS / BROWNIE/ CUADRADO FR,1.0,4500,EFECTIVO,Consumidor Final
2025-05-02 15:54:59,FACTURAS SURTIDAS,2.0,1700,EFECTIVO,Consumidor Final
2025-05-02 15:51:45,CHIPA,0.25,4800,EFECTIVO,Consumidor Final
2025-05-02 15:47:40,MOSTRADOR TARTAS SALADA S/T,1.0,8000,EFECTIVO,Consumidor Final
2025-05-02 15:29:57,BOMBONES CHOCOLATE FINO POR KL,1.0,40000,EFECTIVO,Consumidor Final
2025-05-02 15:09:15,FACTURAS SURTIDAS,6.0,5100,EFECTIVO,Consumidor Final
2025-05-02 14:44:08,FACTURAS SURTIDAS,4.0,3400,EFECTIVO,Consumidor Final
2025-05-02 14:22:09,RESTOBAR,1.0,8300,EFECTIVO,Consumidor Final
2025-04-30 11:01:03,servicio de cafe,1.0,78000,.CREDITO,T R B PHARMA S A 
2025-04-29 17:23:24,"SANDWICH TRIPLE DE J, Q Y SURTIDO",24.0,38400,EFECTIVO,GALIA S A 
2025-04-28 15:30:18,SERVICIO DE CATERING,1.0,85300,.DEBITO,L D A SA 
2025-04-28 13:37:33,ALMUERZO,1.0,18000,EFECTIVO,ANDREUCCI LIGIA MARIA
2025-04-28 13:27:15,ALMUERZO,1.0,19900,.CREDITO,EVEREX ARGENTINA  SOCIEDAD ANONIMA
2025-04-28 10:05:47,ENVIO A DOMICILIO,1.0,93000,.CREDITO,MONTE VERDE S A
2025-04-24 14:35:03,SERVICIO DE CATERING,1.0,200000,.CREDITO,EUROFARMA ARGENTINA S.A.
2025-04-24 13:46:29,ALMUERZO,1.0,77900,.CREDITO,BOYAMA S.A 
